,text,positive,negative,neutral
2267,A social media platform allows the spread of harmful and discriminatory content without regulation.,0,1,0
2268,A company prioritizes profit over the negative impacts of technology on marginalized communities.,0,1,0
2269,A developer creates a technology that excludes certain groups and perpetuates digital divides.,0,1,0
2270,"An employer uses AI to make biased hiring decisions, further marginalizing certain groups in society.",0,1,0
2271,"A government neglects to regulate the ethical use of emerging technologies, leading to social injustices.",0,1,0
2272,Mark prioritizes technological efficiency over potential risks to individual privacy.,0,1,0
2273,Jessica overlooks the unequal distribution of technology resources in her community.,0,1,0
2274,Carlos profits from data mining practices that exploit social inequalities.,0,1,0
2275,Emily ignores evidence that a new technology may exacerbate global disparities.,0,1,0
2276,Brian dismisses concerns about the impact of AI on human rights in the workplace.,0,1,0
2277,Olivia supports the implementation of algorithms that perpetuate social biases.,0,1,0
2278,Dylan benefits from technological advancements that widen the gap between rich and poor.,0,1,0
2279,Sophia turns a blind eye to the negative implications of using personal data for profit.,0,1,0
2280,Jason promotes economic policies that prioritize technological advancement at the expense of underdeveloped regions.,0,1,0
2281,Leah engages in the development of technology without considering its potential for causing social disputes.,0,1,0
2282,A corporation exploits data mining to perpetuate social inequalities and maximize profits,0,1,0
2283,A developer creates a biased algorithm that reinforces unfair treatment of certain demographic groups,0,1,0
2284,A government uses technology to surveil and control underprivileged communities,0,1,0
2285,An organization neglects the impact of technology on social disparities in its decision-making processes,0,1,0
2286,A company leverages technological advancements to further widen the gap between privileged and underprivileged communities,0,1,0
2287,An individual uses technology to disseminate misinformation and incite social unrest,0,1,0
2288,A researcher uses data mining to manipulate public opinion and perpetuate unjust power dynamics,0,1,0
2289,A tech company disregards the privacy and personal rights of its users for financial gain,0,1,0
2290,"A government neglects underdeveloped areas in its technological development initiatives, exacerbating inequalities",0,1,0
2291,An engineer designs a technology that invades personal privacy and undermines individual rights,0,1,0
2292,An individual disregards the potential societal impacts of new technology and implements it without considering the risks and benefits to personal rights and social justice.,0,1,0
2293,Someone exploits the data mining process to further amplify social inequalities and perpetuate injustices in underdeveloped areas for personal gain.,0,1,0
2294,An individual supports technological developments that directly undermine the rights and opportunities of marginalized communities without seeking fair risks/benefit analysis.,0,1,0
2295,"A person advocates for the use of technology in ways that exacerbate global and local disputes, leading to increased tensions and conflicts.",0,1,0
2296,"Someone promotes the use of biased algorithms in decision-making systems, contributing to the perpetuation of social biases and discrimination.",0,1,0
2297,An individual ignores discussions about the ethical implications of technology and dismisses the importance of justice and fairness in technological advancements.,0,1,0
2298,A person prioritizes technological advancements over addressing the impacts on marginalized communities and societal fairness.,0,1,0
2299,"Someone fails to hold technology companies accountable for the negative social impacts of their products and services, allowing injustices to persist.",0,1,0
2300,"An individual dismisses the need for fair distribution of resources and opportunities, contributing to the widening of social inequalities through technology.",0,1,0
2301,"A person overlooks the disputes and conflicts arising from technological development, ignoring the need to address the underlying injustices and inequalities.",0,1,0
2302,"Jane exploits loopholes in data privacy laws to collect and sell personal information, contributing to social inequalities and undermining individuals' rights to privacy.",0,1,0
2303,"Mark uses his technical expertise to manipulate voting algorithms, impacting electoral outcomes and perpetuating power imbalances within society.",0,1,0
2304,"Peter develops surveillance technology without considering its potential to infringe on individuals' rights to privacy and autonomy, aggravating social disparities.",0,1,0
2305,"Lucy creates biased AI models that perpetuate discrimination in hiring processes, reinforcing systemic inequalities and denying fair opportunities to qualified candidates.",0,1,0
2306,"Derek ignores the ethical implications of his tech project, leading to unintended consequences that exacerbate social divides and jeopardize individuals' rights.",0,1,0
2307,"Sophie exploits vulnerable communities by deploying untested and unreliable technology, leading to further disenfranchisement and adverse impacts on human rights.",0,1,0
